#start mode=1 prof=3 force=0 gear=HEAVY kp=9600.0 kd=120.0 vkp=6200.0 vki=31.0 lb=7.5 ea=21.9 rms=0.0 dead=1500 vbat=11.1
#seq,gyro,ang_c,ml,mr,el,er,inj
5379,-1963,-150,-2600,-2600,2,3,0
5380,-2010,-217,-2600,-2600,2,0,0
5381,-1635,-284,-2600,-2600,-2,-1,0
5382,-19,-298,1888,1888,-2,-3,0
5383,1503,-254,2600,2600,-3,-4,0
5384,1790,-201,2600,2600,-4,-3,0
5385,1981,-149,2600,2600,-1,-2,0
5386,2320,-83,2600,2600,1,1,0
5387,2381,-3,2600,2600,3,1,0
5388,1753,69,2600,2600,4,2,0
5390,-1309,28,-2276,-2276,7,5,0
5391,-1305,-13,-2235,-2235,6,6,0
5392,-1312,-46,-2229,-2229,6,4,0
5393,-1757,-97,-2600,-2600,3,3,0
5394,-1997,-157,-2600,-2600,2,1,0
5395,-1971,-231,-2600,-2600,0,0,0
5396,-1083,-280,-2352,-2352,-1,-3,0
5397,800,-263,2600,2600,-3,-4,0
5398,1651,-209,2600,2600,-4,-4,0
5399,1552,-169,2600,2600,-1,-2,0
5400,1753,-119,2600,2600,1,-1,0
5401,1873,-63,2600,2600,3,2,0
5402,1754,6,2600,2600,3,2,0
5403,326,35,2587,2587,5,4,0
5404,-1433,-10,-2472,-2472,6,6,0
5405,-1761,-66,-2600,-2600,7,6,0
5407,-1742,-140,-2600,-2600,3,3,0
5408,-2279,-202,-2600,-2600,0,1,0
5409,-2354,-288,-2600,-2600,-3,-1,0
5410,-1617,-354,-2600,-2600,-3,-1,0
5411,-574,-386,-1997,-1997,-5,-4,0
5412,353,-377,2006,2006,-6,-5,0
5413,718,-359,2363,2363,-6,-5,0
5414,1243,-325,2600,2600,-5,-4,0
5415,1738,-275,2600,2600,-3,-2,0
5416,1784,-223,2600,2600,0,-1,0
5417,1709,-158,2600,2600,0,2,0
5418,655,-118,2600,2600,3,3,0
5420,-2274,-213,-2600,-2600,5,4,0
5421,-2335,-285,-2600,-2600,3,3,0
5422,-2352,-355,-2600,-2600,0,1,0
5423,-2479,-430,-2600,-2600,-1,-1,0
5424,-2345,-517,-2600,-2600,-3,-3,0
5425,-895,-560,-2600,-2600,-3,-4,0
5426,794,-535,2305,2305,-5,-5,0
5427,995,-504,2470,2470,-6,-7,0
5428,937,-486,2357,2357,-5,-5,0
5430,1838,-390,2600,2600,-2,-1,0
5431,1753,-322,2600,2600,0,-1,0
5432,689,-280,2388,2388,2,2,0
5433,-1197,-311,-2600,-2600,4,3,0
5434,-1990,-375,-2600,-2600,4,4,0
5435,-2012,-437,-2600,-2600,3,3,0
5436,-2129,-495,-2600,-2600,1,2,0
5437,-2541,-569,-2600,-2600,-2,-1,0
5438,-2695,-661,-2600,-2600,-2,-3,0
5439,-1995,-738,-2600,-2600,-3,-3,0
5440,24,-746,-1840,-1840,-5,-5,0
5441,1049,-712,2307,2307,-7,-7,0
5443,1110,-664,2292,2292,-5,-6,0
5444,1634,-616,2600,2600,-4,-3,0
5445,1680,-564,2600,2600,-2,-2,0
5446,1507,-505,2600,2600,0,-1,0
5447,696,-464,2125,2125,1,1,0
5448,-912,-478,-2600,-2600,3,4,0
5449,-2043,-543,-2600,-2600,2,3,0
5450,-2264,-608,-2600,-2600,2,1,0
5451,-2450,-681,-2600,-2600,-2,0,0
5452,-2645,-763,-2600,-2600,-2,-2,0
5453,-2465,-852,-2600,-2600,-3,-3,0
5454,-829,-890,-2600,-2600,-5,-5,0
5456,854,-838,1803,1803,-7,-8,0
5457,797,-825,1671,1671,-7,-7,0
5458,1434,-788,2436,2436,-6,-5,0
5459,1835,-732,2600,2600,-4,-4,0
5460,1719,-675,2600,2600,-3,-4,0
5461,1335,-619,2543,2543,-1,-1,0
5462,294,-593,-1601,-1601,0,1,0
5463,-1138,-622,-2600,-2600,3,1,0
5465,-2289,-742,-2600,-2600,0,0,0
5466,-2474,-815,-2600,-2600,-1,-2,0
5467,-2627,-900,-2600,-2600,-2,-2,0
5468,-2181,-980,-2600,-2600,-4,-5,0
5469,-486,-1003,-2600,-2600,-5,-6,0
5470,516,-985,-1752,-1752,-6,-7,0
5471,434,-976,-1920,-1920,-7,-7,0
5472,652,-966,-1726,-1726,-7,-8,0
5473,1311,-927,2025,2025,-8,-8,0
5474,1425,-881,2162,2162,-7,-7,0
5475,1186,-842,1885,1885,-6,-7,0
5477,830,-789,1548,1548,-4,-4,0
5478,707,-764,-1548,-1548,-3,-4,0
5479,451,-740,-1797,-1797,-3,-3,0
5480,-182,-735,-2534,-2534,-3,-4,0
5481,-882,-759,-2600,-2600,-3,-4,0
5482,-1190,-794,-2600,-2600,-6,-5,0
5483,-1359,-844,-2600,-2600,-6,-7,0
5484,-998,-888,-2600,-2600,-7,-7,0
5485,196,-889,-2402,-2402,-8,-9,0
5486,1202,-852,1760,1760,-9,-10,0
5487,1383,-809,1940,1940,-10,-10,0
5489,1806,-726,2498,2498,-6,-7,0
5490,1903,-670,2600,2600,-7,-7,0
5491,1801,-606,2600,2600,-4,-5,0
5492,1250,-551,2130,2130,-1,-3,0
5493,18,-535,-2239,-2239,-1,-1,0
5494,-1340,-574,-2600,-2600,1,0,0
5495,-1942,-635,-2600,-2600,-1,0,0
5496,-2110,-703,-2600,-2600,-2,-3,0
5497,-2153,-771,-2600,-2600,-3,-4,0
5498,-2163,-844,-2600,-2600,-5,-5,0
5499,-1681,-910,-2600,-2600,-5,-7,0
5501,1201,-881,1809,1809,-8,-10,0
5502,1182,-850,1739,1739,-9,-9,0
5503,1336,-822,1894,1894,-8,-9,0
5504,2061,-766,2600,2600,-7,-7,0
5505,2316,-698,2600,2600,-5,-7,0
5506,2267,-621,2600,2600,-4,-4,0
5507,1765,-550,2600,2600,-3,-4,0
5509,-585,-533,-2600,-2600,1,1,0
5510,-1242,-569,-2600,-2600,2,1,0
5511,-1706,-612,-2600,-2600,0,0,0
5512,-2236,-683,-2600,-2600,-3,-3,0
5513,-2302,-761,-2600,-2600,-3,-3,0
5514,-1804,-832,-2600,-2600,-5,-6,0
5515,153,-838,-2226,-2226,-5,-6,0
5516,1413,-795,2244,2244,-8,-7,0
5517,1433,-753,2239,2239,-7,-8,0
5518,1453,-721,2235,2235,-7,-8,0
5520,2361,-597,2600,2600,-3,-4,0
5521,2327,-515,2600,2600,-1,-2,0
5522,1541,-448,2600,2600,0,-1,0
5523,-241,-441,-2252,-2252,1,3,0
5524,-1432,-486,-2600,-2600,3,2,0
5525,-1681,-530,-2600,-2600,1,2,0
5526,-2073,-590,-2600,-2600,0,-1,0
5527,-2345,-660,-2600,-2600,-2,-2,0
5528,-2400,-746,-2600,-2600,-3,-4,0
5529,-1192,-796,-2600,-2600,-5,-4,0
5531,1052,-742,1917,1917,-7,-7,0
5532,906,-723,1687,1687,-7,-7,0
5533,1390,-689,2249,2249,-6,-7,0
5534,1859,-632,2600,2600,-5,-4,0
5535,1762,-574,2600,2600,-3,-4,0
5536,1406,-519,2505,2505,-1,-1,0
5538,-636,-488,-2600,-2600,1,1,0
5539,-1769,-538,-2600,-2600,3,1,0
5540,-2209,-606,-2600,-2600,0,0,0
5541,-2319,-674,-2600,-2600,-1,-2,0
5542,-2490,-754,-2600,-2600,-2,-3,0
5543,-2226,-835,-2600,-2600,-4,-4,0
5544,-703,-866,-2600,-2600,-4,-6,0
5545,515,-847,-1817,-1817,-6,-7,0
5546,515,-834,-1893,-1893,-7,-8,0
5547,627,-825,-1845,-1845,-8,-9,0
5549,1411,-744,2061,2061,-7,-8,0
5550,1238,-705,1866,1866,-6,-7,0
5551,1043,-673,1662,1662,-5,-6,0
5552,917,-645,1557,1557,-4,-5,0
5553,778,-619,-1550,-1550,-3,-4,0
5554,565,-592,-1751,-1751,-3,-4,0
5556,-648,-597,-2600,-2600,-4,-5,0
5557,-988,-624,-2600,-2600,-4,-6,0
5558,-1221,-668,-2600,-2600,-6,-6,0
5559,-988,-712,-2600,-2600,-8,-8,0
5560,84,-717,-2600,-2600,-8,-10,0
5561,1110,-684,1591,1591,-9,-9,0
5562,1420,-638,1923,1923,-10,-11,0
5564,1568,-564,2113,2113,-8,-8,0
5565,1768,-511,2409,2409,-7,-7,0
5566,1676,-458,2374,2374,-5,-7,0
5567,1411,-403,2179,2179,-3,-4,0
5568,571,-367,-1717,-1717,-2,-3,0
5569,-843,-383,-2600,-2600,-2,-1,0
5571,-2061,-497,-2600,-2600,-2,-3,0
5572,-2196,-561,-2600,-2600,-4,-4,0
5573,-2380,-635,-2600,-2600,-5,-6,0
5574,-2227,-717,-2600,-2600,-6,-6,0
5575,-704,-749,-2600,-2600,-7,-8,0
5576,586,-729,-2054,-2054,-9,-10,0
5577,585,-709,-2112,-2112,-9,-10,0
5579,995,-682,-1733,-1733,-9,-10,0
5580,1477,-635,1815,1815,-11,-11,0
5581,1406,-590,1708,1708,-10,-12,0
5582,1285,-551,1565,1565,-10,-10,0
5583,1245,-513,1553,1553,-8,-9,0
5585,1071,-444,-1553,-1553,-6,-7,0
5586,920,-413,-1694,-1694,-7,-8,0
5587,692,-387,-1923,-1923,-7,-7,0
5588,204,-373,-2469,-2469,-6,-7,0
5589,-445,-385,-2600,-2600,-8,-8,0
5590,-708,-404,-2600,-2600,-8,-9,0
5591,-943,-431,-2600,-2600,-10,-10,0
5592,-955,-474,-2600,-2600,-9,-10,0
5594,1348,-439,1600,1600,-12,-13,0
5595,1403,-393,1642,1642,-12,-13,0
5596,1249,-364,-1571,-1571,-12,-13,0
5597,1617,-320,1902,1902,-10,-11,0
5598,1866,-263,2236,2236,-11,-11,0
5600,1495,-157,1945,1945,-8,-8,0
5601,1151,-119,1632,1632,-6,-7,0
5602,696,-89,-1803,-1803,-5,-5,0
5603,-320,-88,-2600,-2600,-5,-5,0
5604,-1294,-122,-2600,-2600,-6,-5,0
5605,-1744,-186,-2600,-2600,-6,-6,0
5606,-1478,-243,-2600,-2600,-8,-6,0
5608,-315,-306,-2600,-2600,-10,-8,0
5609,630,-295,-2037,-2037,-10,-10,0
5610,1367,-260,1838,1838,-11,-9,0
5611,1582,-225,2062,2062,-12,-11,0
5613,2483,-110,2600,2600,-7,-6,0
5614,2482,-41,2600,2600,-6,-4,0
5615,2193,19,2600,2600,-3,-2,0
5616,1811,70,2600,2600,-1,1,0
5617,1385,111,2600,2600,0,2,0
5618,814,135,2134,2134,3,5,0
5620,-454,134,-2080,-2080,5,6,0
5621,-1212,106,-2600,-2600,4,5,0
5622,-2059,46,-2600,-2600,4,4,0
5623,-2446,-26,-2600,-2600,1,3,0
5624,-2541,-113,-2600,-2600,-1,0,0
5625,-1949,-190,-2600,-2600,-2,-2,0
5627,1310,-162,2600,2600,-6,-5,0
5628,1388,-122,2600,2600,-4,-4,0
5629,1393,-92,2600,2600,-3,-2,0
5630,1800,-41,2600,2600,-1,-1,0
5631,1909,16,2600,2600,2,2,0
5633,412,118,2073,2073,3,4,0
5634,-1448,74,-2600,-2600,5,5,0
5635,-2071,8,-2600,-2600,6,7,0
5636,-2087,-57,-2600,-2600,4,5,0
5637,-2066,-119,-2600,-2600,2,3,0
5638,-2181,-184,-2600,-2600,2,1,0
5640,-1784,-332,-2600,-2600,-1,-2,0
5641,-22,-345,-1863,-1863,-4,-4,0
5642,1288,-304,2600,2600,-4,-5,0
5643,1282,-265,2591,2591,-5,-5,0
5645,1959,-181,2600,2600,-2,-2,0
5646,2157,-117,2600,2600,1,1,0
5647,2077,-36,2600,2600,2,1,0
5648,757,6,2349,2349,3,4,0
5649,-1346,-30,-2600,-2600,5,5,0
5650,-2141,-98,-2600,-2600,5,6,0
5652,-2174,-230,-2600,-2600,1,1,0
5653,-2279,-299,-2600,-2600,0,0,0
5654,-2241,-381,-2600,-2600,-1,-1,0
5655,-1300,-437,-2600,-2600,-1,-4,0
5656,521,-426,1638,1638,-4,-4,0
5657,1218,-386,2398,2398,-6,-6,0
5659,1484,-328,2600,2600,-3,-3,0
5660,2122,-266,2600,2600,-1,-1,0
5661,2097,-194,2600,2600,0,-1,0
5662,1521,-128,2600,2600,3,1,0
5663,-67,-116,-1806,-1806,3,2,0
5665,-1926,-217,-2600,-2600,3,3,0
5666,-2046,-279,-2600,-2600,3,1,0
5667,-2122,-344,-2600,-2600,-1,-1,0
5668,-2041,-418,-2600,-2600,-2,-1,0
5669,-1312,-472,-2600,-2600,-2,-4,0
5670,140,-473,-1958,-1958,-4,-5,0
5671,1049,-440,2062,2062,-6,-6,0
5673,1470,-379,2499,2499,-5,-4,0
5674,1976,-320,2600,2600,-3,-4,0
5675,1977,-259,2600,2600,-1,-1,0
5676,1773,-190,2600,2600,1,0,0
5678,-585,-151,-2497,-2497,3,4,0
5679,-1773,-201,-2600,-2600,4,4,0
5680,-2293,-273,-2600,-2600,3,3,0
5681,-2385,-344,-2600,-2600,1,0,0
5682,-2475,-419,-2600,-2600,-1,0,0
5683,-2426,-508,-2600,-2600,-2,-3,0
5684,-1234,-561,-2600,-2600,-3,-3,0
5685,535,-545,-1603,-1603,-5,-5,0
5687,776,-501,1564,1564,-5,-6,0
5688,1339,-466,2223,2223,-5,-5,0
5689,1744,-413,2600,2600,-5,-4,0
5690,1687,-361,2600,2600,-2,-3,0
5692,1188,-261,2323,2323,1,0,0
5693,160,-238,-1794,-1794,2,3,0
5694,-1324,-272,-2600,-2600,3,3,0
5695,-2084,-335,-2600,-2600,1,2,0
5696,-2269,-404,-2600,-2600,0,1,0
5697,-2351,-474,-2600,-2600,-2,-1,0
5699,-1238,-614,-2600,-2600,-5,-4,0
5700,727,-595,-1545,-1545,-6,-5,0
5701,1250,-553,2025,2025,-7,-7,0
5702,996,-530,1659,1659,-7,-7,0
5703,1315,-501,2020,2020,-6,-6,0
5704,1946,-443,2600,2600,-5,-5,0
5706,1833,-322,2600,2600,-2,-1,0
5707,1472,-265,2508,2508,0,-1,0
5708,454,-234,-1600,-1600,0,2,0
5709,-1014,-255,-2600,-2600,3,3,0
5710,-1892,-310,-2600,-2600,1,4,0
5712,-2349,-447,-2600,-2600,-2,-1,0
5713,-2465,-525,-2600,-2600,-3,-2,0
5714,-2209,-608,-2600,-2600,-4,-3,0
5715,-533,-637,-2600,-2600,-6,-5,0
5716,980,-606,1639,1639,-7,-6,0
5717,1094,-573,1703,1703,-8,-8,0
5719,1724,-503,2427,2427,-6,-6,0
5720,1987,-443,2600,2600,-6,-4,0
5721,1860,-383,2600,2600,-4,-4,0
5722,1541,-325,2417,2417,-2,-2,0
5724,-58,-272,-2276,-2276,1,2,0
5725,-1282,-306,-2600,-2600,1,2,0
5726,-1975,-366,-2600,-2600,0,2,0
5727,-2166,-432,-2600,-2600,-2,-1,0
5728,-2285,-501,-2600,-2600,-3,-2,0
5729,-2223,-582,-2600,-2600,-4,-3,0
5731,643,-609,-1826,-1826,-7,-5,0
5732,1026,-578,1564,1564,-8,-8,0
5733,956,-557,-1576,-1576,-8,-7,0
5734,1488,-521,2043,2043,-8,-6,0
5736,1969,-402,2600,2600,-5,-5,0
5737,1811,-344,2586,2586,-4,-3,0
5738,1521,-286,2339,2339,-2,-3,0
5739,777,-247,1560,1560,-1,0,0
5740,-307,-249,-2600,-2600,1,2,0
5742,-1885,-340,-2600,-2600,-2,-1,0
5743,-2155,-406,-2600,-2600,-2,-1,0
5744,-2257,-479,-2600,-2600,-4,-3,0
5745,-1892,-551,-2600,-2600,-4,-5,0
5747,1134,-537,1702,1702,-7,-7,0
5748,1207,-500,1719,1719,-9,-9,0
5749,1164,-476,1632,1632,-8,-7,0
5750,1845,-426,2466,2466,-7,-6,0
5751,2203,-360,2600,2600,-5,-7,0
5752,2136,-292,2600,2600,-4,-4,0
5754,952,-176,1784,1784,0,-1,0
5755,-547,-186,-2600,-2600,2,2,0
5756,-1502,-229,-2600,-2600,1,2,0
5757,-1935,-286,-2600,-2600,0,0,0
5758,-2183,-352,-2600,-2600,-3,-1,0
5760,-2205,-504,-2600,-2600,-5,-4,0
5761,-926,-547,-2600,-2600,-6,-6,0
5762,749,-527,-1762,-1762,-7,-7,0
5763,1156,-490,1673,1673,-8,-8,0
5764,1063,-467,1519,1519,-8,-7,0
5765,1537,-426,2080,2080,-7,-7,0
5766,1850,-371,2470,2470,-7,-7,0
5767,1766,-318,2426,2426,-5,-5,0
5769,1429,-214,2224,2224,-2,-1,0
5770,745,-176,1527,1527,0,0,0
5771,-631,-186,-2600,-2600,2,1,0
5772,-1649,-235,-2600,-2600,0,0,0
5773,-2001,-297,-2600,-2600,-1,0,0
5774,-2076,-361,-2600,-2600,-3,-2,0
5775,-2114,-434,-2600,-2600,-4,-4,0
5776,-1538,-496,-2600,-2600,-6,-5,0
5778,1295,-458,1874,1874,-7,-7,0
5779,1185,-429,1668,1668,-9,-9,0
5780,1437,-398,1945,1945,-8,-7,0
5781,2167,-333,2600,2600,-7,-7,0
5782,2298,-262,2600,2600,-7,-5,0
5783,2095,-198,2600,2600,-4,-4,0
5784,1918,-136,2600,2600,-1,-1,0
5785,1371,-81,2311,2311,-1,0,0
5786,87,-63,-2116,-2116,1,1,0
5788,-1583,-144,-2600,-2600,2,2,0
5789,-1679,-194,-2600,-2600,-1,-1,0
5790,-1818,-249,-2600,-2600,-2,-2,0
5791,-1877,-316,-2600,-2600,-4,-4,0
5792,-1246,-371,-2600,-2600,-5,-5,0
5793,516,-365,-1883,-1883,-6,-6,0
5795,1507,-280,2220,2220,-8,-7,0
5796,1865,-235,2600,2600,-5,-6,0
5797,2326,-164,2600,2600,-5,-4,0
5798,2114,-99,2600,2600,-2,-3,0
5799,1731,-45,2600,2600,-1,0,0
5800,1276,4,2409,2409,2,2,0
5801,420,32,1521,1521,3,3,0
5802,-732,17,-2600,-2600,4,5,0
5804,-2060,-96,-2600,-2600,2,3,0
5805,-2132,-160,-2600,-2600,0,1,0
5806,-2221,-235,-2600,-2600,-2,-1,0
5807,-1736,-306,-2600,-2600,-3,-2,0
5808,43,-318,-2157,-2157,-4,-4,0
5809,1310,-278,2308,2308,-5,-6,0
5810,1413,-239,2381,2381,-6,-6,0
5812,2296,-140,2600,2600,-3,-3,0
5813,2240,-73,2600,2600,1,0,0
5814,1837,-5,2600,2600,2,2,0
5815,973,40,2305,2305,2,3,0
5816,-128,44,-1897,-1897,5,5,0
5818,-1515,-31,-2600,-2600,4,5,0
5819,-1722,-83,-2600,-2600,2,3,0
5820,-1823,-137,-2600,-2600,1,0,0
5821,-1873,-203,-2600,-2600,0,0,0
5822,-1224,-258,-2600,-2600,-2,-3,0
5823,549,-252,1619,1619,-4,-3,0
5824,1508,-205,2600,2600,-4,-5,0
5825,1413,-169,2592,2592,-3,-4,0
5827,2047,-64,2600,2600,0,0,0
5828,1919,-3,2600,2600,3,1,0
5829,1542,59,2600,2600,4,3,0
5830,337,84,1783,1783,4,4,0
5831,-1160,49,-2600,-2600,7,6,0
5833,-1653,-48,-2600,-2600,3,4,0
5834,-1862,-103,-2600,-2600,3,1,0
5835,-1960,-166,-2600,-2600,0,0,0
5836,-1721,-236,-2600,-2600,-2,-2,0
5837,-276,-259,-2275,-2275,-2,-3,0
5838,1345,-219,2600,2600,-3,-5,0
5839,1663,-166,2600,2600,-5,-5,0
5841,2079,-73,2600,2600,-1,-1,0
5842,2330,-3,2600,2600,3,0,0
5843,2156,78,2600,2600,2,2,0
5844,970,126,2534,2534,4,3,0
5845,-934,100,-2600,-2600,6,4,0
5847,-1583,-3,-2600,-2600,5,5,0
5848,-1641,-48,-2600,-2600,4,3,0
5849,-1964,-106,-2600,-2600,1,1,0
5850,-2103,-173,-2600,-2600,0,-1,0
5851,-1804,-245,-2600,-2600,-2,-1,0
5852,-37,-260,-1988,-1988,-3,-3,0
5853,1511,-213,2600,2600,-5,-4,0
5855,1687,-120,2600,2600,-4,-4,0
5856,2165,-60,2600,2600,-1,-2,0
5857,2403,10,2600,2600,0,0,0
5858,2362,97,2600,2600,1,2,0
5859,1292,156,2600,2600,3,4,0
5860,-718,139,-2445,-2445,4,4,0
5862,-1493,40,-2600,-2600,3,4,0
5863,-1560,-5,-2600,-2600,2,3,0
5864,-1729,-57,-2600,-2600,-1,0,0
5865,-1780,-120,-2600,-2600,-1,-2,0
5866,-1177,-173,-2600,-2600,-3,-3,0
5867,712,-164,1871,1871,-4,-4,0
5869,1820,-51,2600,2600,-5,-5,0
5870,1880,-4,2600,2600,-3,-3,0
5871,2358,62,2600,2600,-1,0,0
5872,2449,141,2600,2600,1,0,0
5873,2012,221,2600,2600,3,3,0
5874,101,239,1562,1562,3,4,0
5876,-1582,141,-2600,-2600,5,6,0
5877,-1486,98,-2600,-2600,3,3,0
5878,-1647,49,-2600,-2600,1,2,0
5879,-1803,-6,-2600,-2600,0,0,0
5880,-1784,-74,-2600,-2600,-1,-3,0
5881,-850,-117,-2600,-2600,-3,-2,0
5883,1768,-42,2600,2600,-5,-6,0
5884,1714,3,2600,2600,-3,-4,0
5885,1969,58,2600,2600,-1,-1,0
5886,2177,121,2600,2600,0,0,0
5887,2160,199,2600,2600,2,1,0
5888,1295,258,2600,2600,3,3,0
5890,-1708,186,-2600,-2600,5,6,0
5891,-1651,132,-2600,-2600,6,4,0
5892,-1609,85,-2600,-2600,2,3,0
5893,-1782,32,-2600,-2600,0,0,0
5894,-1879,-28,-2600,-2600,-2,-2,0
5895,-1541,-93,-2600,-2600,-3,-2,0
5897,1781,-46,2600,2600,-5,-6,0
5898,1911,12,2600,2600,-6,-5,0
5899,1809,60,2600,2600,-4,-4,0
5900,2015,119,2600,2600,-1,-1,0
5901,2106,180,2600,2600,1,1,0
5902,2059,259,2600,2600,2,2,0
5903,834,304,2469,2469,2,4,0
5905,-1786,210,-2600,-2600,5,5,0
5906,-1734,158,-2600,-2600,3,3,0
5907,-1850,103,-2600,-2600,1,1,0
5908,-2023,41,-2600,-2600,0,0,0
5909,-1948,-33,-2600,-2600,-1,-1,0
5910,-770,-74,-2600,-2600,-3,-3,0
5912,1447,-2,2600,2600,-5,-5,0
5913,1386,29,2600,2600,-4,-4,0
5914,1925,81,2600,2600,-2,-3,0
5915,2321,148,2600,2600,0,0,0
5916,2279,235,2600,2600,2,2,0
5917,1036,286,2600,2600,2,4,0
5918,-1042,257,-2600,-2600,6,4,0
5920,-1728,143,-2600,-2600,4,3,0
5921,-1692,92,-2600,-2600,0,1,0
5922,-1779,38,-2600,-2600,0,-1,0
5923,-1756,-29,-2600,-2600,-3,-2,0
5924,-765,-70,-2600,-2600,-3,-4,0
5926,1754,10,2600,2600,-5,-5,0
5927,1659,51,2600,2600,-5,-5,0
5928,2076,108,2600,2600,-2,-2,0
5929,2412,179,2600,2600,-1,-1,0
5930,2376,267,2600,2600,1,1,0
5931,1263,325,2600,2600,3,3,0
5932,-723,308,-2368,-2368,3,4,0
5934,-1538,204,-2600,-2600,4,5,0
5935,-1604,165,-2600,-2600,2,2,0
5936,-2125,100,-2600,-2600,0,0,0
5937,-2200,22,-2600,-2600,0,-1,0
5938,-1526,-42,-2600,-2600,-2,-2,0
5940,1395,0,2600,2600,-4,-5,0
5941,1356,38,2600,2600,-4,-5,0
5942,1524,73,2600,2600,-3,-3,0
5943,1968,130,2600,2600,-1,0,0
5944,2047,191,2600,2600,1,1,0
5945,1834,265,2600,2600,2,2,0
5946,198,288,1721,1721,3,3,0
5947,-1523,236,-2600,-2600,5,6,0
5948,-1662,180,-2600,-2600,5,5,0
5949,-1548,138,-2600,-2600,3,4,0
5951,-2046,17,-2600,-2600,0,-1,0
5952,-1911,-58,-2600,-2600,-3,-2,0
5953,-528,-92,-2496,-2496,-3,-3,0
5954,1348,-54,2600,2600,-5,-6,0
5955,1776,1,2600,2600,-5,-5,0
5956,1665,46,2600,2600,-6,-5,0
5957,1997,96,2600,2600,-1,-3,0
5959,2535,260,2600,2600,1,0,0
5960,1458,323,2600,2600,3,3,0
5961,-578,311,-2185,-2185,4,4,0
5962,-1411,264,-2600,-2600,5,5,0
5963,-1419,225,-2600,-2600,4,4,0
5964,-1678,175,-2600,-2600,1,1,0
5965,-1861,119,-2600,-2600,-1,-1,0
5966,-1852,48,-2600,-2600,-3,-1,0
5967,-921,1,-2600,-2600,-2,-3,0
5969,1985,88,2600,2600,-5,-6,0
5970,1906,146,2600,2600,-5,-5,0
5971,1902,196,2600,2600,-3,-3,0
5972,2195,258,2600,2600,0,0,0
5973,2299,333,2600,2600,1,2,0
5974,1773,406,2600,2600,3,2,0
5975,-214,412,-1657,-1657,4,4,0
5976,-1494,362,-2600,-2600,4,6,0
5977,-1551,311,-2600,-2600,4,4,0
5978,-1510,264,-2600,-2600,3,2,0
5979,-1534,218,-2600,-2600,0,1,0
5981,-1416,108,-2600,-2600,-3,-1,0
5982,-36,89,-1792,-1792,-4,-4,0
5983,1676,139,2600,2600,-6,-5,0
5984,1993,200,2600,2600,-5,-5,0
5985,1917,250,2600,2600,-3,-2,0
5986,2141,311,2600,2600,-2,-1,0
5987,2243,377,2600,2600,2,1,0
5988,2101,459,2600,2600,1,3,0
5989,545,492,2328,2328,4,4,0
5991,-1676,393,-2600,-2600,7,6,0
5992,-1514,345,-2600,-2600,4,5,0
5993,-1650,300,-2600,-2600,1,2,0
5994,-1948,241,-2600,-2600,0,0,0
5995,-1940,170,-2600,-2600,-1,-1,0
5996,-1079,118,-2600,-2600,-3,-3,0
5998,1878,194,2600,2600,-5,-5,0
5999,1785,242,2600,2600,-6,-5,0
6000,2054,293,2600,2600,-2,-3,0
6001,2590,368,2600,2600,0,0,0
6002,2661,460,2600,2600,1,0,0
6003,1865,535,2600,2600,3,3,0
6004,-217,534,-1529,-1529,3,4,0
6005,-1304,489,-2600,-2600,5,5,0
6006,-1266,449,-2600,-2600,5,5,0
6007,-1294,417,-2600,-2600,3,3,0
6009,-1677,310,-2600,-2600,0,-1,0
6010,-1402,249,-2600,-2600,-3,-2,0
6011,-112,228,-1692,-1692,-2,-4,0
6012,1494,269,2600,2600,-6,-5,0
6013,2084,333,2600,2600,-5,-6,0
6014,2103,392,2600,2600,-3,-3,0
6015,2280,456,2600,2600,0,-1,0
6016,2443,528,2600,2600,0,-1,0
6017,2389,614,2600,2600,2,1,0
6018,1148,664,2600,2600,4,2,0
6020,-969,604,-2236,-2236,6,5,0
6021,-734,587,-1893,-1893,6,4,0
6022,-1160,562,-2413,-2413,2,3,0
6023,-1831,504,-2600,-2600,3,1,0
6024,-1789,439,-2600,-2600,0,0,0
6025,-1237,383,-2600,-2600,-1,-1,0
6026,146,372,1805,1805,-2,-4,0
6027,1498,413,2600,2600,-4,-4,0
6028,2018,473,2600,2600,-2,-4,0
6029,2109,534,2600,2600,-1,-1,0
6030,2182,595,2600,2600,1,0,0
6031,2297,667,2600,2600,1,2,0
6033,-88,745,1951,1951,5,5,0
6034,-1135,703,-2255,-2255,5,6,0
6035,-996,670,-2026,-2026,7,6,0
6036,-1092,646,-2133,-2133,4,4,0
6037,-1711,592,-2600,-2600,3,3,0
6039,-1506,471,-2600,-2600,0,0,0
6040,-447,439,-1694,-1694,-1,-1,0
6041,1102,463,2600,2600,-2,-4,0
6042,1805,515,2600,2600,-2,-4,0
6043,1944,568,2600,2600,-1,-1,0
6044,2159,626,2600,2600,2,0,0
6045,2402,697,2600,2600,3,2,0
6046,2225,781,2600,2600,4,3,0
6047,425,806,2600,2600,5,5,0
6048,-1008,768,-1945,-1945,7,6,0
6049,-978,733,-1869,-1869,6,6,0
6050,-985,715,-1834,-1834,6,6,0
6052,-1786,604,-2600,-2600,4,4,0
6053,-1614,543,-2600,-2600,1,1,0
6054,-1001,496,-2138,-2138,1,0,0
6055,173,486,2186,2186,-1,-1,0
6056,1275,519,2600,2600,-2,-3,0
6057,1837,570,2600,2600,0,-1,0
6058,2084,628,2600,2600,0,1,0
